Employe,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrMa0ger,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
ELSIE ZARZA,39,No,Travel_Frequently,Sales,11,3,Marketing,1,3436,Male,1,Sales Executive,Single,160150,1,Y,11,8,0,21,3,21,2,8,4,1,3,4,3
RICHARD GOSS,33,No,Non-Travel,Sales,9,2,Technical Degree,1,3437,Male,5,Sales Representative,Single,12000,0,Y,11,8,1,3,3,2,2,2,2,4,2,3,3
KENNETH DONNELLY,45,No,Travel_Rarely,Research & Development,7,2,Other,1,3438,Male,1,Human Resources,Married,56610,3,Y,12,8,0,26,2,9,1,1,4,4,4,2,3
NICHOLAS YUEN,32,No,Non-Travel,Research & Development,15,3,Medical,1,3439,Male,2,Ma0ger,Single,69290,9,Y,20,8,0,10,6,8,7,7,4,3,3,1,4
PHYLLIS LEACH,34,No,Travel_Rarely,Sales,6,4,Marketing,1,3440,Male,2,Research Director,Divorced,96130,0,Y,12,8,1,16,5,15,0,9,2,4,2,2,3
NEAL GRIFFIN,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3441,Male,2,Research Scientist,Married,56740,3,Y,12,8,0,14,6,6,0,4,2,4,1,3,3
JERRY MALONE,45,No,Travel_Rarely,Research & Development,16,1,Medical,1,3442,Male,2,Sales Executive,Single,54840,1,Y,20,8,3,6,6,6,0,4,2,2,3,3,4
TONY CHUNG,53,No,Travel_Frequently,Sales,8,2,Medical,1,3443,Male,2,Research Scientist,Married,120610,2,Y,20,8,1,30,2,15,6,12,3,2,3,4,4
DON CIARDELLA,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3444,Female,1,Research Scientist,Divorced,56600,7,Y,12,8,0,9,3,1,0,0,1,3,2,3,3
ERIC BATCHELDER,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,3445,Male,2,Research Scientist,Married,48210,6,Y,14,8,2,6,2,3,1,2,1,1,3,3,3
MARK ROAN,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3446,Male,1,Sales Representative,Married,64100,1,Y,13,8,1,1,5,1,0,0,3,3,3,2,3
MEE-LOI YIM,28,No,Travel_Rarely,Research & Development,10,3,Other,1,3447,Male,2,Sales Representative,Married,52100,1,Y,15,8,0,1,1,1,0,0,4,2,3,4,3
ANTHONY SAN JOSE,38,No,Travel_Frequently,Sales,9,4,Medical,1,3448,Male,2,Research Scientist,Married,26950,3,Y,14,8,1,8,4,2,2,2,3,3,3,1,3
JOHN SILVA JR,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3449,Male,1,Sales Executive,Married,118780,2,Y,13,8,1,29,2,8,7,7,2,3,2,3,3
CAN MACH,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3450,Male,1,Laboratory Technician,Single,170680,3,Y,23,8,0,8,6,4,0,1,4,2,2,3,4
HEMALATHA NEKKANTI,40,No,Travel_Rarely,Human Resources,2,3,Medical,1,3451,Male,5,Sales Executive,Married,24550,1,Y,15,8,1,8,2,7,7,5,3,1,2,3,3
CRISTI0 KOSTA,26,No,Travel_Frequently,Research & Development,3,3,Medical,1,3452,Male,2,Laboratory Technician,Divorced,139640,1,Y,11,8,2,5,1,5,1,3,1,3,3,2,3
AMADOR HERRERA,46,No,Travel_Rarely,Research & Development,2,1,Medical,1,3453,Female,3,Research Scientist,Divorced,49410,9,Y,13,8,2,23,2,2,2,2,4,4,3,2,3
JANICE HOAGLIN,54,No,Travel_Rarely,Research & Development,5,3,Medical,1,3454,Female,2,Manufacturing Director,Married,24780,6,Y,11,8,0,13,0,9,7,0,3,3,3,3,3
SEERANEE PEREZ,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,3455,Female,2,Manufacturing Director,Married,52280,2,Y,11,8,0,18,4,5,0,3,1,3,3,3,3
ARLISA COLLINS,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3456,Female,2,Human Resources,Single,44780,0,Y,18,8,1,15,3,14,7,8,4,4,2,3,3
ERIK LEUNG,55,No,Non-Travel,Research & Development,2,3,Medical,1,3457,Female,2,Ma0ger,Single,75470,7,Y,16,8,0,31,2,9,6,2,3,1,4,2,3
ERICK ANDERSON,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,3458,Male,3,Research Scientist,Divorced,50550,5,Y,22,8,0,18,2,1,0,0,3,4,3,2,4
ROBERT FRY,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,3459,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2,4,4,3,2,4
BARBARA MAK,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3460,Male,1,Ma0ger,Single,57750,1,Y,18,8,0,1,2,1,1,0,3,1,2,3,3
STEVEN HASKELL,46,No,Travel_Rarely,Sales,12,3,Marketing,1,3461,Female,3,Healthcare Representative,Divorced,89430,8,Y,12,8,1,19,6,16,1,7,4,1,3,3,3
CHRISTOPHER ANDERSON,51,Yes,Travel_Rarely,Sales,23,3,Medical,1,3462,Female,2,Research Scientist,Married,192720,9,Y,20,8,0,18,2,10,2,7,1,3,4,3,4
LAUREN CORTESE,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,3463,Female,4,Laboratory Technician,Single,52380,1,Y,17,8,1,10,4,10,1,9,2,1,2,2,3
ALAN TSE,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,3464,Female,2,Sales Executive,Married,46820,1,Y,11,8,1,6,3,5,1,3,1,1,3,1,3
BIRHANU DESTA,30,No,Travel_Rarely,Research & Development,8,3,Medical,1,3465,Female,1,Sales Executive,Married,183000,0,Y,14,8,0,7,6,6,0,2,3,1,2,3,3
KAN YIP,41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,3466,Female,1,Research Director,Married,52570,1,Y,14,8,0,10,2,10,0,8,2,3,3,4,3
KRISTIN ALLEN,38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3467,Male,1,Sales Executive,Married,63490,0,Y,11,8,0,20,3,19,1,9,3,3,2,3,3
MARK BERNSTEIN,40,No,Travel_Rarely,Sales,1,4,Marketing,1,3468,Male,1,Sales Executive,Married,48690,4,Y,12,8,0,14,2,11,11,1,1,4,3,3,3
ANGEL LOZANO,27,No,Non-Travel,Sales,11,3,Technical Degree,1,3469,Female,2,Laboratory Technician,Married,99850,1,Y,14,8,1,3,3,3,1,2,1,3,3,2,3
EMILY GOLDMAN,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,3470,Male,3,Laboratory Technician,Married,36970,3,Y,13,8,1,23,1,3,1,2,4,2,3,3,3
MARY GRACE SAVORY,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3471,Male,2,Healthcare Representative,Single,74570,3,Y,11,8,2,10,1,8,1,7,3,3,4,4,3
MANNY PASTRAN,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,3472,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6,2,1,3,3,3
MICHAEL CESARI,33,No,Travel_Rarely,Sales,23,4,Marketing,1,3473,Female,4,Sales Executive,Divorced,39830,4,Y,12,8,0,9,3,3,1,2,4,4,3,3,3
MARCO MAGALLON,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,3474,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7,4,1,3,2,4
BRIAN PEAGLER,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,3475,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8,1,3,3,3,3
JULIE KIRSCHBAUM,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,3476,Male,2,Research Scientist,Divorced,63470,1,Y,15,8,1,4,2,4,2,2,1,3,2,3,3
DO0LD MCCARRELL,34,No,Travel_Frequently,Sales,29,4,Marketing,1,3477,Male,1,Research Scientist,Single,115100,0,Y,14,8,1,7,5,6,0,4,1,4,2,3,3
AMY HURWITZ,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3478,Male,4,Sales Executive,Divorced,71430,2,Y,21,8,0,8,6,1,0,0,4,4,3,2,4
JEFFREY ROTH,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,3479,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6,4,4,4,2,3
RICA PARAISO,26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,3480,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0,1,3,2,4,3
BER0RDITA ARRIETA,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3481,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2,1,2,3,3,3
MARIA BARTEAUX,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,3482,Male,4,Research Scientist,Married,60320,0,Y,14,8,0,23,2,22,13,7,4,1,3,2,3
EMELITA HATHAWAY,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3483,Male,2,Ma0ger,Divorced,29760,1,Y,14,8,0,1,3,1,0,0,1,2,3,3,3
KEVIN CLEARY,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,3484,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0,4,3,3,3,3
KEVIN SHEA,33,No,Travel_Frequently,Sales,9,3,Medical,1,3485,Female,2,Research Scientist,Married,46490,0,Y,12,8,0,4,2,3,0,2,4,2,3,2,3
ROBERT RAMIREZ,34,No,Non-Travel,Sales,1,1,Marketing,1,3486,Female,2,Research Director,Married,26960,3,Y,23,8,0,6,3,0,0,0,3,4,3,3,4
CLEOTILDE PONGOL,48,No,Non-Travel,Sales,2,1,Life Sciences,1,3487,Male,2,Sales Executive,Single,23700,2,Y,11,8,0,27,3,5,2,1,1,4,2,3,3
LANCE BOSSHARD,45,No,Non-Travel,Research & Development,1,3,Medical,1,3488,Female,2,Human Resources,Married,125040,1,Y,12,8,1,15,2,15,4,12,2,3,3,3,3
ERIC REBOLI,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,3489,Male,1,Sales Executive,Single,59740,7,Y,18,8,1,18,6,8,4,0,2,2,3,3,3
JOSELITO BORJA,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,3490,Male,1,Research Scientist,Divorced,47360,0,Y,11,8,1,9,3,8,2,7,3,3,3,2,3
RAYMOND RAGO0,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,3491,Female,4,Research Scientist,Divorced,52960,4,Y,14,8,0,11,3,7,1,7,3,4,3,4,3
PATRICK BUTHERUS,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3492,Female,4,Laboratory Technician,Divorced,67810,0,Y,15,8,1,10,2,9,1,7,4,2,2,3,3
MARTHA BLAKE,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,3493,Male,3,Sales Executive,Married,21740,3,Y,11,8,1,23,3,12,4,9,1,3,3,3,3
WILEY CHING,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,3494,Male,1,Sales Executive,Single,66530,7,Y,20,8,1,10,2,1,0,0,4,2,3,3,4
LESLIE WONG,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,3495,Female,2,Laboratory Technician,Married,96990,8,Y,19,8,1,18,3,8,0,1,3,1,3,3,3
WILLIAM LOEFFLER,39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,3496,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5,1,4,3,3,3
KIM THOMPSON,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3497,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9,3,3,4,3,3
MICHAEL REIDY,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3498,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2,4,2,4,2,3
ANDREW GLEASON,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,3499,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3,3,2,2,3,3
MA GRACIA LOPEZ,36,No,Non-Travel,Research & Development,1,3,Medical,1,3500,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,1,4,3,4,3
JOSEPH COGGAN,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3501,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2,3,4,3,3,3
JOHN POWELL,28,No,Travel_Rarely,Sales,2,4,Marketing,1,3502,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4,1,2,1,3,3
DANIEL GRAY,35,No,Travel_Frequently,Research & Development,9,2,Other,1,3503,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2,4,4,3,3,3
PAULINE H0TOW,49,No,Travel_Rarely,Sales,2,2,Medical,1,3504,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3,4,2,3,2,4
WILLIAM WYCKO,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,3505,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2,4,3,2,2,3
DOUGLAS ARNOLD,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,3506,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1,4,2,2,1,3
HENRY TAM,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,3507,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0,2,4,3,4,3
PAUL GUI0SSO,29,No,Travel_Rarely,Sales,4,2,Other,1,3508,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2,2,4,2,1,4
MICHAEL BROWN,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,3509,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0,3,3,4,2,3
THOMAS HARVEY III,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,3510,Male,1,Ma0ger,Divorced,52530,1,Y,15,8,0,3,2,3,0,2,3,3,3,3,3
JOHN BOSCO,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,3511,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0,3,3,3,4,3
MARIA TERESA BAUTISTA,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3512,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3,1,1,3,2,3
ZACHARY TIBBITS,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,3513,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0,2,4,3,3,3
NICHOLAS TERRITO,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,3514,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2,3,3,2,4,3
ELAI0 CHIN,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3515,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,9,2,6,1,3,3,4,3,3,3
SERAFIN ESTRADA,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,3516,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2,4,3,3,3,3
STANLEY LEE,34,No,Travel_Rarely,Sales,1,1,Marketing,1,3517,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3,2,3,2,3,3
THIP SIAO,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3518,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4,3,3,1,2,3
LUIS CASTELLANOS,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3519,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10,4,1,1,1,3
ROBERT ZIEGLER,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,3520,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13,2,3,2,1,3
ADAM CHOY,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,3521,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14,3,1,2,1,3
DIANE OSHIMA,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3522,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5,2,1,4,2,4
DAVID BATCHELDER,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,3523,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7,4,3,3,3,4
FREDERICK TIZON,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,3524,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2,4,2,3,3,3
ANTONIETA GAVIOLA,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3525,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0,3,4,2,1,3
MICHAEL RUSTIA,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3526,Male,2,Sales Representative,Married,143360,1,Y,21,8,1,8,3,8,0,7,1,4,3,3,4
DAVID WAKAYAMA,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3527,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4,3,0,3,3,3
RAY SALVADOR,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,3528,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0,3,4,1,3,4
DAVID COLLINS,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,3529,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4,3,2,4,3,3
TIMOTHY HINES,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,3530,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9,4,1,3,3,3
MICHAEL DE LORENZO,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,3531,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2,4,4,4,3,3
ANDREW SHUM,43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,3532,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3,1,3,2,3,3
MICHAEL ZURCHER,32,No,Non-Travel,Research & Development,11,2,Other,1,3533,Female,2,Research Scientist,Divorced,44870,1,Y,11,8,0,1,5,1,0,0,3,1,3,2,3
DAVID ASSMANN,56,No,Travel_Rarely,Research & Development,3,2,Other,1,3534,Male,2,Healthcare Representative,Divorced,44490,0,Y,15,8,0,28,3,5,4,2,4,1,3,1,3
JASSEN DONGON,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,3535,Male,1,Laboratory Technician,Married,22180,1,Y,24,8,1,10,1,10,0,8,0,4,3,3,4
FRANCES FOCHA,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3536,Male,2,Laboratory Technician,Single,191970,1,Y,12,8,0,1,2,1,0,0,3,1,3,3,3
ER0 FACULTAD,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3537,Female,2,Sales Representative,Married,132120,4,Y,13,8,0,7,4,3,0,2,1,3,2,3,3
MAUREEN LEO0RD,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,3538,Male,3,Research Scientist,Married,65770,1,Y,13,8,0,14,1,14,3,11,4,4,2,1,3
JAMALA SANFORD,20,No,Travel_Rarely,Research & Development,6,3,Medical,1,3539,Male,5,Research Director,Single,83920,1,Y,17,8,0,2,5,2,1,2,1,3,2,3,3
ROMAN SHUBOV,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,3540,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2,3,3,3,1,3
LEO KIANG,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3541,Male,1,Research Director,Divorced,40310,3,Y,12,8,1,26,3,7,4,7,4,3,3,2,3
LORRAINE THIEBAUD,29,No,Travel_Rarely,Research & Development,23,3,Medical,1,3542,Male,1,Sales Executive,Married,79690,0,Y,14,8,0,6,3,5,1,3,2,4,2,3,3
TIMOTHY GIBSON,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,3543,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0,3,4,3,2,4
MICHAEL PETUYA,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3544,Male,2,Research Scientist,Married,165550,8,Y,14,8,2,28,4,26,15,9,3,1,3,3,3
MATHEW NEVES,44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,3545,Male,1,Sales Representative,Single,45560,2,Y,13,8,0,6,4,0,0,0,4,3,3,3,3
EDWIN DIAZ,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3546,Female,1,Ma0ger,Married,60910,1,Y,15,8,0,5,6,5,1,4,2,3,3,1,3
MARIA DO0TI,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,3547,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0,1,1,1,4,3
MARIA FERIDO,30,No,Travel_Rarely,Sales,20,3,Marketing,1,3548,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3,3,1,3,2,3
ROBERT VERNENGO,40,No,Travel_Frequently,Sales,9,3,Medical,1,3549,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0,2,2,3,4,3
PAUL DAIJO,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,3550,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2,4,1,3,3,4
THEODORE MULLIN,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3551,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3,4,1,3,3,3
SISINIA GONG,46,No,Travel_Rarely,Research & Development,8,4,Other,1,3552,Male,3,Ma0ger,Married,17020,5,Y,21,8,0,25,2,4,0,3,4,2,3,3,4
NOEL SCHWAB,35,No,Travel_Rarely,Sales,4,4,Marketing,1,3553,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7,3,1,3,2,4
JAMES PANDOLFI,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,3554,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0,4,2,1,3,3
MICHAEL YOUNG,33,No,Travel_Frequently,Research & Development,9,2,Medical,1,3555,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1,2,3,2,2,3
KIN TONG,36,No,Travel_Rarely,Research & Development,9,2,Medical,1,3556,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7,3,3,3,4,3
STEVEN MURPHY,30,No,Travel_Rarely,Sales,29,3,Marketing,1,3557,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9,3,3,2,3,3
WAYLEN WANG,44,No,Travel_Rarely,Research & Development,3,4,Medical,1,3558,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17,4,4,3,1,3
KITT CRENSHAW,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,3559,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2,3,4,3,2,3
ERLINDA TAN,46,No,Travel_Rarely,Sales,9,1,Medical,1,3560,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4,4,4,2,3,4
SCOTT MCBRIDE,42,No,Non-Travel,Research & Development,5,4,Medical,1,3561,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3,4,1,4,2,3
LORRAINE KILLPACK,60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9,2,4,3,3,3
SHARON KWONG,32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,3563,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2,3,2,3,3,3
VIOLETA EVANGELISTA,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,3564,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7,4,3,3,3,3
MICHAEL KENNY,36,No,Travel_Rarely,Sales,3,2,Marketing,1,3565,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7,3,1,3,2,3
FIDELITA BUSTOS,33,No,Travel_Rarely,Sales,26,2,Marketing,1,3566,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10,1,4,3,3,3
PARVEEN JOSHI,40,No,Travel_Rarely,Research & Development,1,3,Medical,1,3567,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3,2,2,4,1,3
TOMMY AU,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,3568,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1,3,4,3,3,4
ELIZABETH HEWLETT,30,No,Travel_Rarely,Sales,9,3,Marketing,1,3569,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7,4,2,3,2,3
SUMAN GO0,42,No,Travel_Frequently,Human Resources,8,2,Medical,1,3570,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0,1,1,3,3,3
ELOIDA LEO0RDO,35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3571,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12,3,4,2,2,4
NELLIE SARTE,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3572,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,1,1,2,3,4
NICHOLAS HELMER,54,No,Travel_Frequently,Research & Development,9,2,Medical,1,3573,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4,4,3,1,2,3
TREVOR KELLY,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,3574,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7,1,4,3,3,4
SIRINIRUNDOR SIRIPORN,19,Yes,Non-Travel,Sales,2,2,Other,1,3575,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0,1,2,4,3,3
GARY WILLIAMS,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3576,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2,1,4,3,3,4
JOSE MACIAS,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3577,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9,4,4,3,3,3
VICTOR LE,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,3578,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1,3,1,2,3,3
BELLA DIONES,31,No,Travel_Rarely,Sales,24,1,Marketing,1,3579,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8,3,1,3,4,3
VIRGINIA FONTANESI,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,3580,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5,3,4,3,3,3
